Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,15,93.148215,8.141298
BAKON_480,19,249.434603,14.761679
BAKON_432,12,68.682281,7.591495
BAKON_322,16,113.725962,8.426072
BAKON_318,14,111.854783,10.036654
BAKON_305,10,0,0
BAKON_207,16,109.082895,7.238741
BAKON_139,13,51.352866,5.079391
BAKON_078,14,109.831162,10.436923
BAKON_066,16,100.640533,8.512224
BAKON_015,14,67.800171,6.696026
BAKON_002,291,290.782625,0.867663
BAKON_003,299,299.52835,0.848544
BAKON_004,301,303.001145,0.846837
BAKON_005,299,370.913591,1.019849
BAKON_006,16,25.362996,2.395948
BAKON_007,300,520.568199,1.363834
BAKON_008,302,525.13912,1.357192
BAKON_009,293,231.312592,0.700624
BAKON_010,25,246.115882,11.682887
BAKON_011,57,184.740137,3.567042
BAKON_012,27,74.757901,3.578667
BAKON_047,229,150.972073,0.769718
BAKON_528,297,46.190118,0.151874
BAKON_130,304,946.269915,2.154195
BAKON_235,302,1064.723091,2.056306
BAKON_510,301,132.53734,0.408625
BAKON_487,299,294.132722,0.836946
BAKON_025,300,236.472541,0.647798
BAKON_291,300,687.587747,2.046754
BAKON_326,295,149.052374,0.440596
BAKON_101,303,703.480208,1.844534
BAKON_604,297,669.018089,1.683801
BAKON_019,300,211.889002,0.629775
BAKON_327,298,366.665524,1.021308
BAKON_569,303,709.20542,1.645256
BAKON_537,300,390.317772,1.105733
BAKON_568,295,90.200029,0.286727
BAKON_059,298,533.48963,1.329092
BAKON_517,298,101.10381,0.322509
BAKON_506,300,109.114549,0.342501
BAKON_211,307,1990.591332,3.485189
BAKON_111,297,247.669421,0.819207
BAKON_545,296,52.348395,0.172731
BAKON_084,305,683.503096,1.55945
BAKON_034,302,289.270078,0.756282
BAKON_203,295,346.10831,0.952617
BAKON_060,296,2.025147,0.006862
BAKON_140,299,366.460234,1.000906
BAKON_489,296,260.822236,0.765218
BAKON_174,299,458.121957,1.244085
BAKON_383,302,378.280499,1.078725
BAKON_172,300,460.847284,1.242438
BAKON_516,297,100.162176,0.322085
BAKON_355,306,2047.714675,4.045582
BAKON_564,296,76.347074,0.248886
BAKON_191,295,1.652786,0.005644
BAKON_231,298,136.143815,0.397086
BAKON_345,294,1.226935,0.004225
BAKON_598,295,115.906969,0.379473
BAKON_433,302,1387.335955,3.456537
BAKON_279,296,43.976281,0.143877
BAKON_586,300,359.114352,1.004087
BAKON_425,272,675.724149,2.237414
BAKON_448,296,2.025147,0.006862
BAKON_524,297,45.826148,0.150864
BAKON_558,298,160.035163,0.496097
BAKON_039,300,165.539899,0.469554
BAKON_104,304,706.802364,1.839967
BAKON_320,299,205.851489,0.637491
BAKON_058,301,489.409071,1.185938
BAKON_230,298,307.611613,0.76445
BAKON_542,298,386.302103,1.110506
BAKON_156,301,201.066011,0.575368
BAKON_199,304,699.724363,1.563249
BAKON_605,297,607.81473,1.562133
BAKON_616,299,329.770367,0.922261
BAKON_435,298,274.737746,0.84351
BAKON_144,296,51.914855,0.171301
BAKON_233,297,134.846588,0.396319
BAKON_169,295,41.784718,0.13576
BAKON_500,297,87.829824,0.285197
BAKON_209,304,1357.288178,2.352379
BAKON_473,301,408.889248,1.088512
BAKON_373,298,519.302777,1.384848
BAKON_329,296,64.27409,0.210975
BAKON_075,301,908.585609,2.442849
BAKON_614,299,412.71833,1.106739
BAKON_125,304,534.004491,1.35164
BAKON_553,300,267.1641,0.804514
BAKON_504,301,140.465527,0.432759
BAKON_398,306,609.815488,1.5324
BAKON_190,301,476.027838,1.162107
BAKON_594,300,457.07598,1.237107
BAKON_544,286,49.829801,0.176406
BAKON_400,306,612.735384,1.568528
BAKON_531,298,111.38969,0.348432
BAKON_309,296,2.025147,0.006862
BAKON_374,302,584.911585,1.50337
BAKON_559,296,158.499445,0.498316
BAKON_077,299,519.411038,1.513973
BAKON_525,296,45.44749,0.150712
BAKON_443,295,573.060868,1.374595
BAKON_105,299,223.460128,0.683353
BAKON_278,299,407.015169,1.112218
BAKON_584,296,167.209013,0.525577
BAKON_520,298,76.078213,0.245265
BAKON_126,305,700.162469,1.667675
BAKON_312,295,54.819739,0.184916
BAKON_062,296,2.025147,0.006862
BAKON_422,303,1874.981217,4.366401
BAKON_205,305,869.730825,1.916702
BAKON_393,305,492.846682,1.303276
BAKON_341,295,1.704538,0.00582
BAKON_379,299,193.130279,0.580021
BAKON_285,298,88.316695,0.281311
BAKON_116,296,2.025147,0.006862
BAKON_589,227,0.368802,0.002136
BAKON_446,300,432.66468,1.037655
BAKON_065,294,1.594698,0.005484
BAKON_515,300,131.553127,0.408602
BAKON_056,297,186.091915,0.560441
BAKON_501,298,114.421605,0.364095
BAKON_588,299,231.865908,0.69193
BAKON_571,302,545.167013,1.341024
BAKON_407,298,133.180369,0.420231
BAKON_372,299,427.827846,1.164639
BAKON_035,302,236.162848,0.633086
BAKON_157,304,577.741267,1.311563
BAKON_394,298,430.535773,1.205506
BAKON_057,298,294.595129,0.768928
BAKON_213,299,169.635715,0.522985
BAKON_556,297,77.090333,0.249196
BAKON_582,297,157.157619,0.456193
BAKON_306,301,939.803682,2.523467
BAKON_462,297,105.155028,0.320339
BAKON_250,299,240.839716,0.71993
BAKON_557,294,1.594698,0.005484
BAKON_536,297,110.100178,0.347355
BAKON_585,299,231.865908,0.69193
BAKON_507,299,108.229858,0.34231
BAKON_188,302,532.326252,1.264337
BAKON_572,305,1327.65425,2.862471
BAKON_405,301,403.60383,1.104336
BAKON_182,301,373.54521,0.967302
BAKON_492,300,295.252833,0.834594
BAKON_173,299,457.790455,1.243146
BAKON_113,294,1.232294,0.004243
BAKON_185,303,511.011602,1.196985
BAKON_464,299,353.701179,0.992085
BAKON_046,292,35.634246,0.120999
BAKON_276,304,928.349817,1.726385
BAKON_454,295,385.207515,1.110686
BAKON_437,303,1085.448774,2.344188
BAKON_359,299,311.32092,0.936602
BAKON_538,296,109.707793,0.348269
BAKON_502,296,32.859622,0.110022
BAKON_237,299,231.868466,0.598192
BAKON_063,299,383.021154,0.982956
BAKON_083,303,619.117279,1.462255
BAKON_085,304,623.820917,1.444376
BAKON_038,299,164.503649,0.470141
BAKON_150,300,193.086293,0.570083
BAKON_112,295,1.699252,0.005803
BAKON_225,298,279.757524,0.824922
BAKON_127,304,696.462822,1.66963
BAKON_527,298,46.540929,0.151973
BAKON_298,292,423.593785,1.401138
BAKON_343,296,2.025147,0.006862
BAKON_319,301,875.895405,1.878694
BAKON_429,296,2.025147,0.006862
BAKON_252,299,322.865775,0.926756
BAKON_138,301,522.925403,1.344723
BAKON_147,300,379.25686,1.061599
BAKON_324,299,526.510762,1.389623
BAKON_254,295,52.357902,0.172856
BAKON_183,299,124.581857,0.369257
BAKON_273,302,496.725962,1.25982
BAKON_103,300,271.498344,0.806498
BAKON_054,295,92.284816,0.29739
BAKON_413,300,1299.023938,3.558708
BAKON_146,296,131.896576,0.418103
BAKON_055,297,93.594088,0.297182
BAKON_021,302,287.071022,0.769124
BAKON_160,302,533.124674,1.236052
BAKON_328,298,151.794716,0.439439
BAKON_514,301,132.53734,0.408625
BAKON_449,295,65.290534,0.211361
BAKON_611,300,554.715672,1.497628
BAKON_256,302,417.645592,1.10958
BAKON_234,303,1067.815941,2.050691
BAKON_519,295,98.913351,0.322765
BAKON_271,299,161.245172,0.460197
BAKON_121,300,283.622213,0.826883
BAKON_162,300,332.306247,0.818935
BAKON_534,299,111.957932,0.347787
BAKON_526,297,45.955146,0.151227
BAKON_064,298,198.105615,0.542112
BAKON_032,303,297.284443,0.778955
