Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,24,47.523259,2.617259
BAKON_595,23,34.8647,2.022376
BAKON_548,24,41.846184,2.31028
BAKON_486,25,131.23738,6.059317
BAKON_438,23,91.396062,5.055387
BAKON_381,28,179.316156,7.036349
BAKON_334,24,65.770733,3.455047
BAKON_249,30,166.991324,6.330371
BAKON_224,19,0,0
BAKON_218,22,55.213177,3.101697
BAKON_215,25,76.979093,3.733976
BAKON_206,25,48.964615,2.3804
BAKON_194,28,115.69535,4.539633
BAKON_193,32,144.980072,4.882028
BAKON_175,24,62.000581,3.312887
BAKON_157,35,291.799895,7.862458
BAKON_103,23,42.869426,2.397826
BAKON_095,33,233.153873,6.58816
BAKON_062,24,47.553515,2.625688
BAKON_033,36,260.586144,7.176274
BAKON_002,296,208.112176,0.618847
BAKON_003,298,211.542514,0.618876
BAKON_004,298,211.542514,0.618876
BAKON_005,298,346.055568,0.956686
BAKON_006,19,54.535499,4.272202
BAKON_007,296,469.122597,1.277888
BAKON_008,300,478.764409,1.269646
BAKON_009,293,205.212071,0.622393
BAKON_010,22,215.452497,10.999602
BAKON_011,58,232.196337,4.199105
BAKON_012,32,90.842925,3.277778
BAKON_084,216,395.320651,1.644966
BAKON_105,296,186.993381,0.576325
BAKON_553,297,578.86643,1.651158
BAKON_445,293,2.715592,0.009307
BAKON_384,297,166.361804,0.489518
BAKON_293,296,619.250569,1.652336
BAKON_303,298,483.15106,1.27221
BAKON_465,298,364.251999,0.995086
BAKON_049,296,125.04182,0.404007
BAKON_270,299,186.912409,0.557953
BAKON_300,296,512.252915,1.170155
BAKON_014,293,2.525389,0.008659
BAKON_582,294,182.18223,0.557016
BAKON_125,300,483.579291,1.194125
BAKON_556,297,163.761647,0.510248
BAKON_087,301,569.814488,1.335247
BAKON_126,276,536.313329,1.464893
BAKON_400,300,508.116522,1.300738
BAKON_359,293,283.780552,0.886716
BAKON_248,294,104.290239,0.337111
BAKON_141,296,186.438068,0.548762
BAKON_116,294,3.098344,0.010534
BAKON_276,299,687.647366,1.760957
BAKON_113,294,3.098344,0.010534
BAKON_037,297,244.60098,0.672563
BAKON_133,303,747.073926,1.61437
BAKON_282,297,253.772646,0.758011
BAKON_338,294,471.056243,1.22014
BAKON_351,292,1.885683,0.006522
BAKON_327,295,160.842068,0.505445
BAKON_130,305,702.174936,1.524509
BAKON_040,220,96.319461,0.536077
BAKON_098,302,1270.981851,2.76804
BAKON_107,294,718.064118,2.08095
BAKON_183,297,221.84798,0.61401
BAKON_169,296,268.089176,0.775668
BAKON_452,298,523.90859,1.479767
BAKON_521,296,76.618625,0.248405
BAKON_374,300,562.681382,1.300636
BAKON_379,299,247.192921,0.697161
BAKON_510,300,174.066309,0.529099
BAKON_545,292,38.945764,0.130965
BAKON_328,287,250.539074,0.746771
BAKON_232,301,794.467373,1.685057
BAKON_056,294,30.777965,0.102335
BAKON_273,301,379.84694,1.044525
BAKON_387,297,206.270716,0.596513
BAKON_199,300,635.163964,1.542939
BAKON_022,299,267.603064,0.70576
BAKON_272,290,361.673599,1.07012
BAKON_414,294,3.098344,0.010534
BAKON_174,301,395.541741,1.013572
BAKON_344,298,1126.091214,2.592242
BAKON_572,300,787.379173,1.875095
BAKON_571,301,791.433965,1.873275
BAKON_422,295,1176.431181,2.837022
BAKON_080,299,416.064442,1.136166
BAKON_585,297,319.393969,0.924967
BAKON_329,291,50.527998,0.169865
BAKON_547,292,38.821741,0.1306
BAKON_454,296,400.210018,1.180876
BAKON_189,301,442.243606,1.108388
BAKON_558,294,253.055122,0.79653
BAKON_506,298,149.594546,0.466367
BAKON_499,298,263.22847,0.797846
BAKON_128,298,265.23438,0.768774
BAKON_097,294,162.493882,0.485251
BAKON_188,303,491.847491,1.193308
BAKON_589,294,81.211937,0.261122
BAKON_200,303,713.492294,1.651397
BAKON_536,297,194.250215,0.585456
BAKON_059,302,842.177366,1.924976
BAKON_597,291,2.05282,0.007145
BAKON_226,291,427.843137,1.251916
BAKON_528,296,46.353871,0.152028
BAKON_035,297,284.472627,0.76639
BAKON_563,296,162.030363,0.508744
BAKON_190,302,400.866207,1.016728
BAKON_390,296,190.470036,0.583231
BAKON_025,296,298.024287,0.788299
BAKON_047,297,162.596419,0.510022
BAKON_551,299,749.907172,1.746821
BAKON_266,297,220.39103,0.653595
BAKON_337,299,1154.409269,2.526426
BAKON_162,296,417.224703,1.08273
BAKON_211,297,602.068623,1.620443
BAKON_531,292,98.902979,0.320273
BAKON_449,293,107.515856,0.354521
BAKON_420,294,3.098344,0.010534
BAKON_586,295,386.608065,1.091362
BAKON_083,301,514.445045,1.239562
BAKON_052,296,293.422809,0.851141
BAKON_229,294,3.098344,0.010534
BAKON_254,295,56.321594,0.184686
BAKON_361,305,2752.790781,5.113279
BAKON_152,297,261.825574,0.744352
BAKON_182,299,620.888914,1.492841
BAKON_462,296,470.71758,1.38253
BAKON_312,295,106.993378,0.32857
BAKON_101,293,101.384492,0.330643
BAKON_269,301,271.522176,0.77402
BAKON_500,295,258.664898,0.801457
BAKON_055,297,372.760335,1.047643
BAKON_209,303,1804.64119,3.415718
BAKON_147,302,570.65097,1.458555
BAKON_317,292,1278.609122,3.323796
BAKON_405,297,348.900158,0.968122
BAKON_341,293,83.671094,0.268804
BAKON_075,299,960.485286,2.650182
BAKON_023,297,300.754042,0.78922
BAKON_604,295,525.988628,1.406956
BAKON_204,301,530.815998,1.351615
BAKON_471,303,658.878915,1.627056
BAKON_094,299,855.853464,2.013
BAKON_018,294,182.252806,0.55124
BAKON_058,292,28.708275,0.097221
BAKON_498,290,34.589493,0.120089
BAKON_039,298,217.619996,0.604176
BAKON_036,291,377.726775,1.040648
BAKON_205,301,633.692713,1.571475
BAKON_309,293,65.854231,0.20778
BAKON_173,300,392.694871,1.013258
BAKON_063,298,471.086358,1.232827
BAKON_292,294,375.262173,1.076501
BAKON_250,296,294.61929,0.872964
BAKON_493,292,36.10522,0.12322
BAKON_525,294,44.364586,0.148063
BAKON_594,295,470.282494,1.357256
BAKON_159,301,901.423535,2.106523
BAKON_441,296,200.76365,0.623364
BAKON_111,294,1100.691093,3.022517
BAKON_592,291,1.247254,0.004352
BAKON_393,297,235.431455,0.699265
BAKON_233,296,182.865815,0.553902
BAKON_373,302,569.895475,1.298752
BAKON_252,299,400.589668,1.102185
BAKON_587,296,115.469353,0.361765
BAKON_234,302,1638.692221,2.567774
BAKON_394,300,324.775298,0.902878
BAKON_402,301,476.303843,1.222407
BAKON_544,295,129.584076,0.410638
BAKON_145,294,141.994595,0.437667
BAKON_520,297,77.80216,0.250177
BAKON_385,300,318.339364,0.874751
BAKON_198,296,192.152564,0.561729
BAKON_057,299,608.595099,1.501494
BAKON_154,300,370.505792,0.950019
BAKON_437,302,1317.584598,2.418192
BAKON_212,298,371.4879,1.050444
BAKON_034,295,282.004877,0.769342
BAKON_153,300,327.112238,0.884445
BAKON_326,296,263.591833,0.739801
BAKON_077,295,122.038775,0.401264
BAKON_616,293,201.586354,0.613464
BAKON_560,294,98.014512,0.320951
BAKON_450,297,519.280483,1.480187
BAKON_306,300,595.891073,1.582658
BAKON_516,295,101.999174,0.329449
BAKON_478,304,1242.380402,2.880619
BAKON_021,296,261.445775,0.7048
BAKON_568,292,63.631146,0.207137
BAKON_013,297,366.087471,1.023872
BAKON_443,301,1180.857268,2.447206
BAKON_492,296,209.683064,0.645389
BAKON_142,289,741.290378,1.932611
BAKON_258,301,518.799172,1.325715
BAKON_466,299,421.538617,1.132819
BAKON_512,299,172.176294,0.52754
BAKON_239,297,549.510104,1.276113
BAKON_054,294,30.508586,0.101519
BAKON_519,296,102.583437,0.329258
BAKON_156,298,272.63385,0.765314
BAKON_591,292,1.859772,0.006433
BAKON_053,297,297.279204,0.85418
BAKON_191,293,45.878207,0.155245
BAKON_290,295,135.852437,0.436007
BAKON_605,293,522.003734,1.415082
BAKON_503,292,177.638275,0.572646
BAKON_529,294,63.56089,0.208411
BAKON_494,293,36.797388,0.124564
BAKON_298,292,500.330506,1.172291
BAKON_542,299,461.837878,1.115046
BAKON_307,298,591.600677,1.592374
BAKON_287,288,30.632405,0.107864
BAKON_584,297,206.742681,0.619426
BAKON_533,296,103.16031,0.323906
BAKON_507,296,147.286735,0.466791
BAKON_140,295,440.113935,1.201947
BAKON_146,295,143.5254,0.438557
BAKON_435,296,431.429749,1.179735
BAKON_383,300,318.402024,0.874822
BAKON_372,299,559.838297,1.302584
BAKON_442,292,94.470348,0.312565
BAKON_538,292,22.077449,0.075551
BAKON_289,299,989.364649,2.488486
BAKON_020,297,223.569779,0.629194
BAKON_522,295,69.689784,0.2282
BAKON_237,296,376.76077,1.035123
BAKON_475,296,651.481136,1.665083
BAKON_564,292,157.914577,0.51145
BAKON_203,292,61.884891,0.201382
BAKON_611,296,510.727312,1.310425
BAKON_264,295,69.304458,0.22838
BAKON_181,299,285.225346,0.763294
BAKON_537,296,355.853962,0.886007
BAKON_324,294,732.771744,1.95329
BAKON_523,294,68.552799,0.226347
BAKON_253,298,429.32429,1.178831
BAKON_051,292,29.672828,0.100248
BAKON_353,291,1.455085,0.005074
BAKON_267,299,222.622836,0.651795
BAKON_028,295,41.953462,0.137975
BAKON_473,295,259.033382,0.772049
BAKON_407,294,83.166727,0.270243
BAKON_468,296,106.956328,0.327844
BAKON_386,297,312.522695,0.877657
BAKON_091,295,102.356003,0.320556
BAKON_514,298,171.5865,0.530138
BAKON_260,300,423.999201,1.137125
BAKON_278,298,259.559459,0.762278
BAKON_085,302,576.339359,1.339918
BAKON_308,297,257.438917,0.722985
BAKON_526,295,45.289987,0.149895
BAKON_065,295,463.295223,1.23932
BAKON_501,300,292.094159,0.863601
BAKON_515,299,137.840383,0.42699
BAKON_112,292,2.303264,0.007957
BAKON_541,296,193.292262,0.586931
BAKON_319,301,958.691405,2.481278
BAKON_598,294,198.027408,0.644074
BAKON_082,303,588.372033,1.384816
BAKON_530,296,102.37016,0.321576
BAKON_150,299,265.733587,0.743815
BAKON_127,302,638.769165,1.477301
BAKON_413,289,2.124827,0.007495
BAKON_570,298,686.103642,1.703783
BAKON_301,299,1020.916181,2.268687
BAKON_425,299,914.102557,2.402638
BAKON_355,298,544.248691,1.542631
BAKON_534,295,101.739254,0.321805
BAKON_464,294,257.668094,0.748643
BAKON_433,302,1310.541881,2.966831
BAKON_117,292,2.142636,0.007406
BAKON_535,296,103.477785,0.324575
BAKON_557,294,44.256497,0.148681
BAKON_032,300,260.435288,0.698162
BAKON_184,303,702.287182,1.56996
BAKON_423,291,1.623896,0.005659
BAKON_398,303,516.677917,1.295512
BAKON_403,295,431.255578,1.158464
BAKON_614,296,286.692321,0.820046
BAKON_455,294,107.711571,0.352897
BAKON_019,297,186.288591,0.550718
BAKON_411,293,2.23446,0.007668
BAKON_171,300,392.694871,1.013258
BAKON_225,295,436.053509,1.244037
BAKON_593,293,2.659617,0.009116
BAKON_421,293,2.23446,0.007668
BAKON_429,294,75.36796,0.2485
BAKON_279,293,72.157106,0.233635
BAKON_399,298,192.799573,0.581211
BAKON_508,298,171.800498,0.530689
BAKON_470,300,513.363668,1.36993
BAKON_102,296,539.1874,1.507443
BAKON_357,293,161.786614,0.523955
BAKON_161,299,310.10192,0.817832
BAKON_277,298,163.585985,0.498071
BAKON_588,298,392.252054,1.085386
BAKON_121,295,260.066091,0.770616
BAKON_610,286,488.227787,1.331825
BAKON_517,295,101.205077,0.32751
BAKON_489,296,303.1203,0.914299
BAKON_377,299,329.978367,0.907779
BAKON_160,299,460.020061,1.15949
BAKON_343,300,1139.169181,2.586905
BAKON_196,300,599.118354,1.479124
BAKON_029,297,155.398467,0.442264
BAKON_284,298,413.850415,1.186359
BAKON_567,292,302.114097,0.921147
BAKON_038,287,206.077804,0.614178
BAKON_231,295,181.504719,0.553389
BAKON_569,266,463.382299,1.496262
BAKON_527,267,39.639547,0.160129
BAKON_256,171,249.277142,1.787235
BAKON_524,227,32.571031,0.181639
BAKON_345,288,81.065817,0.26974
BAKON_487,289,323.386631,1.013046
BAKON_612,198,313.852249,1.616657
BAKON_015,14,52.101188,4.986491
BAKON_481,13,69.352687,8.473153
BAKON_294,9,7.201412,1.613796
BAKON_210,22,240.770431,8.244085
BAKON_115,7,2.212232,0.691004
BAKON_092,13,31.902251,3.922701
BAKON_067,11,20.178268,3.319347
BAKON_016,26,13.16319,0.677476
BAKON_555,13,91.617867,9.387088
BAKON_444,12,42.855134,4.908185
BAKON_365,14,129.342284,11.044121
BAKON_296,13,56.524492,5.673541
BAKON_227,12,33.819442,3.872304
BAKON_223,10,0,0
BAKON_216,14,94.430954,8.313673
BAKON_149,14,96.919599,8.619444
BAKON_024,19,181.840007,11.113738
BAKON_577,65,388.570363,4.989219
BAKON_576,55,52.160328,1.03686
BAKON_575,55,52.160328,1.03686
BAKON_562,54,92.009855,1.884668
BAKON_554,60,246.936248,4.116324
BAKON_550,53,75.174048,1.30107
BAKON_532,69,279.242758,4.204982
BAKON_518,66,101.283914,1.719306
BAKON_513,64,77.238957,1.365322
BAKON_511,63,69.644213,1.255879
BAKON_509,63,68.177346,1.229427
BAKON_505,60,51.917551,0.995413
BAKON_504,59,47.094425,0.922091
BAKON_491,62,249.877419,4.039683
BAKON_477,57,120.284372,2.209487
BAKON_476,60,194.422243,2.925419
BAKON_472,62,252.07773,3.514038
BAKON_459,49,0,0
BAKON_446,61,439.64094,5.29402
BAKON_392,63,245.400293,3.96329
BAKON_391,63,243.638907,3.934664
BAKON_378,61,183.688717,2.966035
BAKON_375,61,183.688717,2.966035
BAKON_316,52,33.295275,0.736167
BAKON_315,56,146.351393,2.653135
BAKON_314,52,33.295275,0.736167
BAKON_310,62,320.873376,4.486189
BAKON_283,65,444.867442,6.091139
BAKON_280,58,152.89757,2.832618
BAKON_271,60,129.282253,2.248735
BAKON_263,62,117.435165,2.007555
BAKON_261,63,158.264367,2.486352
BAKON_255,59,270.802577,4.40735
BAKON_213,56,223.206453,4.334516
BAKON_185,65,669.706366,8.23716
BAKON_151,64,384.182824,5.716911
BAKON_138,63,252.899813,3.567478
BAKON_135,57,78.938734,1.363141
BAKON_132,65,255.609134,3.038947
BAKON_123,59,91.098613,1.508894
BAKON_122,58,77.516191,1.381456
BAKON_120,49,0,0
BAKON_118,50,15.70549,0.377365
BAKON_081,61,219.472964,3.262189
BAKON_079,59,151.447776,2.511541
BAKON_074,57,145.096344,2.54458
BAKON_072,57,274.910406,4.58766
BAKON_050,53,84.269467,1.834735
BAKON_046,58,165.977775,3.223379
BAKON_574,29,67.837155,2.835202
BAKON_561,31,70.688532,2.854301
BAKON_559,32,75.17587,2.924493
BAKON_461,33,150.995349,4.686868
BAKON_453,27,40.36454,1.954016
BAKON_451,31,97.791426,3.800431
BAKON_431,28,104.083178,3.877374
BAKON_428,26,39.351086,1.937928
BAKON_397,39,215.553861,5.639929
BAKON_395,37,164.345733,4.777445
BAKON_388,28,28.320371,1.336628
BAKON_354,35,307.02541,8.045456
BAKON_320,28,124.169865,5.447738
BAKON_295,31,132.265887,3.31448
BAKON_257,32,140.321363,5.023816
BAKON_219,25,22.252164,1.134684
BAKON_208,38,307.442515,5.559165
BAKON_197,36,208.176643,5.490864
BAKON_172,35,237.644899,6.562802
BAKON_064,30,90.864202,3.304063
BAKON_060,28,22.035041,1.039949
BAKON_048,38,103.463742,3.338121
BAKON_026,33,302.52999,8.372065
BAKON_027,18,70.145809,5.538344
BAKON_030,16,0.540283,0.200184
BAKON_031,15,0.387902,0.160473
BAKON_581,22,126.046215,6.587821
BAKON_458,18,24.256236,1.74816
BAKON_457,20,99.28493,6.016856
BAKON_440,21,117.678744,6.788863
BAKON_426,18,73.881228,5.020916
BAKON_418,15,0,0
BAKON_406,22,102.271277,5.511156
BAKON_396,30,286.724764,9.718918
BAKON_346,18,56.317368,4.05918
BAKON_302,16,17.539635,1.447836
BAKON_286,18,64.261139,4.560439
BAKON_281,21,115.576867,6.653563
BAKON_238,20,119.787731,7.128436
BAKON_109,16,11.445294,0.944699
BAKON_099,19,116.393771,7.364018
BAKON_608,12,15.226024,1.764766
BAKON_439,12,34.271658,4.636735
BAKON_410,15,36.598374,3.854462
BAKON_368,12,41.846622,5.004309
BAKON_214,16,60.937931,5.612523
BAKON_192,25,154.202637,6.648771
BAKON_124,22,126.154952,6.991922
BAKON_100,13,51.082741,6.102176
BAKON_088,18,69.863989,5.36762
BAKON_045,26,81.947213,4.098327
BAKON_613,20,18.356446,1.286584
BAKON_607,20,30.834984,1.811449
BAKON_484,19,20.818953,1.465735
BAKON_480,25,90.975578,4.488136
BAKON_474,32,226.28645,6.649503
BAKON_401,33,308.419299,9.044062
BAKON_369,19,13.635368,0.904971
BAKON_363,30,317.521492,7.964919
BAKON_349,19,16.290449,1.215277
BAKON_342,19,34.548857,2.350532
BAKON_313,30,228.320411,7.544448
BAKON_265,32,192.912921,6.908322
BAKON_243,19,49.973136,3.595354
BAKON_207,22,53.588373,3.099246
BAKON_179,34,240.209091,6.62098
BAKON_163,27,127.655868,5.513878
BAKON_090,26,109.383821,5.014423
