Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,59,317.544024,5.357313
BAKON_002,297,333.942688,0.933941
BAKON_003,297,333.942688,0.933941
BAKON_004,294,326.930351,0.935037
BAKON_005,296,391.665554,1.09519
BAKON_006,28,291.8582,12.15676
BAKON_007,296,545.229467,1.457833
BAKON_008,298,552.183892,1.455398
BAKON_009,289,274.070362,0.828833
BAKON_010,30,140.846194,5.612142
BAKON_011,52,121.260832,2.611762
BAKON_596,48,34.901801,0.860037
BAKON_595,49,45.520096,1.093817
BAKON_560,50,91.86246,2.029824
BAKON_555,47,39.151978,0.959252
BAKON_554,56,394.690173,6.349097
BAKON_541,53,191.626265,3.974434
BAKON_518,62,145.823474,2.551616
BAKON_513,61,122.723919,2.191702
BAKON_511,60,112.987543,2.059965
BAKON_505,58,99.771031,1.897111
BAKON_502,48,24.112378,0.594144
BAKON_491,55,218.940493,4.156424
BAKON_481,49,69.220455,1.562138
BAKON_479,53,134.739105,2.598492
BAKON_476,53,117.692602,2.336301
BAKON_472,55,154.632868,2.851979
BAKON_468,47,31.223472,0.789389
BAKON_419,44,0,0
BAKON_391,59,324.111594,5.456528
BAKON_381,51,92.202699,2.043492
BAKON_375,56,238.884804,4.430887
BAKON_362,47,98.775758,2.432882
BAKON_348,46,14.341156,0.372183
BAKON_342,54,366.065677,4.798899
BAKON_314,47,48.043505,1.174411
BAKON_310,59,464.853783,6.498536
BAKON_289,51,304.126394,5.462965
BAKON_271,56,287.225764,5.037848
BAKON_255,55,297.275045,4.946796
BAKON_155,60,366.452479,5.008302
BAKON_151,57,182.748964,3.142155
BAKON_143,58,246.036498,3.818427
BAKON_139,48,27.975709,0.649411
BAKON_135,60,298.717911,4.064926
BAKON_132,57,226.118683,3.374674
BAKON_122,54,118.102078,2.213557
BAKON_118,44,0,0
BAKON_100,56,285.359255,5.088199
BAKON_097,49,101.143058,2.142125
BAKON_088,52,144.566798,2.927215
BAKON_072,57,534.865159,7.103548
BAKON_060,50,101.400604,2.307042
BAKON_046,53,159.331998,3.365486
BAKON_012,24,134.351393,7.226959
BAKON_564,163,49.592536,0.516154
BAKON_536,296,306.645252,0.883216
BAKON_019,293,143.185108,0.451333
BAKON_319,294,936.205853,2.404934
BAKON_133,299,644.596708,1.580095
BAKON_515,295,133.744169,0.416717
BAKON_537,293,426.902493,1.18058
BAKON_326,291,371.301681,1.039356
BAKON_577,289,130.260345,0.414127
BAKON_242,291,201.64595,0.568904
BAKON_300,291,485.704587,1.005325
BAKON_102,293,153.970587,0.486077
BAKON_082,297,582.483157,1.404676
BAKON_107,293,498.02053,1.069512
BAKON_453,292,268.511329,0.788246
BAKON_036,298,318.91382,0.865295
BAKON_173,297,594.238323,1.519261
BAKON_522,291,76.398399,0.250919
BAKON_317,297,948.994657,2.393894
BAKON_567,295,360.180013,0.996452
BAKON_312,292,104.92743,0.328241
BAKON_359,291,57.008245,0.192046
BAKON_585,292,203.142596,0.640374
BAKON_232,292,423.098847,1.01002
BAKON_039,296,241.340957,0.691685
BAKON_198,292,167.553079,0.513341
BAKON_094,297,482.286666,1.251444
BAKON_572,297,939.164148,1.884467
BAKON_586,293,286.639764,0.88338
BAKON_153,298,390.445752,1.060625
BAKON_514,292,131.736133,0.418907
BAKON_273,297,396.475405,1.076706
BAKON_053,293,166.383604,0.522912
BAKON_398,297,341.271117,0.940391
BAKON_191,290,2.027128,0.007029
BAKON_154,298,495.413085,1.250723
BAKON_283,297,1156.257682,2.938579
BAKON_077,289,112.734728,0.375698
BAKON_466,296,618.1711,1.667485
BAKON_248,289,1.82413,0.006373
BAKON_378,294,217.329833,0.656672
BAKON_358,292,373.199994,1.192908
BAKON_569,297,607.402097,1.488802
BAKON_130,300,683.672907,1.645491
BAKON_230,294,297.666529,0.777233
