Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,11,57.384303,8.705348
BAKON_434,8,28.493804,6.174967
BAKON_431,10,57.508701,8.777707
BAKON_291,9,74.477812,13.529118
BAKON_215,12,98.352062,12.968953
BAKON_137,13,83.081272,8.538399
BAKON_024,12,74.150712,10.167301
BAKON_002,296,224.986985,0.644653
BAKON_003,294,220.903912,0.643685
BAKON_004,295,223.264966,0.644984
BAKON_005,294,361.644072,1.000338
BAKON_006,22,102.997537,6.155881
BAKON_007,64,218.14114,3.169954
BAKON_008,296,493.484698,1.328086
BAKON_009,294,220.315374,0.642118
BAKON_010,12,0.234998,0.246078
BAKON_011,59,73.964415,1.317428
BAKON_012,61,124.102696,1.990262
BAKON_534,177,47.474615,0.412091
BAKON_317,297,1465.454352,2.821472
BAKON_557,295,184.194567,0.54265
BAKON_403,296,442.115181,1.155403
BAKON_584,291,136.27049,0.442525
BAKON_055,296,273.825881,0.777758
BAKON_454,293,205.551946,0.643965
BAKON_515,295,135.891265,0.426374
BAKON_530,292,85.340996,0.278165
BAKON_528,291,51.481401,0.171911
BAKON_191,298,450.656363,1.125307
BAKON_303,295,536.5761,1.459827
BAKON_538,291,31.140374,0.105077
BAKON_159,298,644.045635,1.6608
BAKON_014,295,164.934479,0.493206
BAKON_378,277,156.812971,0.54191
BAKON_153,297,270.071281,0.768652
BAKON_489,293,274.211236,0.789342
BAKON_150,295,204.592489,0.609198
BAKON_250,294,393.595146,1.116679
BAKON_527,291,52.450379,0.174769
BAKON_267,292,208.845019,0.63083
BAKON_345,291,53.127759,0.1805
BAKON_547,291,436.238761,1.186255
BAKON_161,292,252.952191,0.746409
BAKON_126,301,622.543537,1.493609
BAKON_501,294,126.706468,0.403136
BAKON_390,296,228.14411,0.686888
BAKON_559,295,184.194567,0.54265
BAKON_563,292,66.003506,0.218138
BAKON_405,296,349.861864,0.926364
BAKON_329,291,59.05368,0.193106
BAKON_287,291,60.506213,0.205568
BAKON_357,294,511.530996,1.511817
BAKON_507,295,148.224245,0.464267
BAKON_264,291,38.499241,0.127974
BAKON_198,293,138.049173,0.428462
BAKON_226,294,930.469523,2.71592
BAKON_037,294,222.883588,0.652802
BAKON_266,291,78.175375,0.253447
BAKON_564,164,33.265497,0.342761
BAKON_362,294,310.450934,0.940732
BAKON_523,292,74.974446,0.24582
BAKON_343,288,52.166693,0.181046
BAKON_144,291,94.15378,0.309769
BAKON_526,292,51.915512,0.172061
BAKON_355,294,946.504539,2.411601
BAKON_588,291,136.782451,0.443323
BAKON_301,295,904.940867,2.357501
BAKON_510,295,167.88465,0.520457
BAKON_239,292,126.189139,0.402371
BAKON_085,300,653.55012,1.528814
BAKON_116,289,2.504333,0.008739
BAKON_038,297,228.71276,0.654095
BAKON_383,294,189.167357,0.584288
BAKON_514,294,166.001897,0.519314
BAKON_582,291,59.759868,0.19337
BAKON_039,295,186.520449,0.547431
BAKON_309,292,76.099447,0.238619
BAKON_492,292,272.014821,0.789471
BAKON_384,292,73.3337,0.239063
BAKON_188,301,535.197069,1.259551
BAKON_077,294,381.601136,1.033458
BAKON_540,292,32.25156,0.107807
BAKON_230,294,431.40503,1.035319
BAKON_080,298,503.492233,1.296566
BAKON_541,293,109.587383,0.348847
BAKON_525,289,50.598183,0.171371
BAKON_328,292,235.229751,0.679147
BAKON_449,292,261.237674,0.799562
BAKON_594,294,433.516609,1.143506
BAKON_587,294,444.74236,1.161198
BAKON_160,294,373.784448,1.057786
BAKON_063,295,620.402462,1.596509
BAKON_083,299,672.580497,1.589341
BAKON_398,298,498.579149,1.249727
BAKON_260,296,386.004656,1.055804
BAKON_172,297,506.097173,1.324767
BAKON_142,295,385.805131,1.063029
BAKON_462,293,401.965143,1.225048
BAKON_452,298,1347.073681,2.654688
BAKON_473,292,261.68772,0.781215
BAKON_154,296,310.950227,0.87258
BAKON_551,296,294.513802,0.817361
BAKON_568,290,88.135314,0.281458
BAKON_567,294,381.618749,1.082488
BAKON_183,291,129.478253,0.398619
BAKON_174,298,546.000638,1.408072
BAKON_464,292,330.975579,0.978664
BAKON_169,290,2.658258,0.009207
BAKON_200,298,665.666282,1.638758
BAKON_258,298,474.265159,1.250119
BAKON_084,300,642.51775,1.520213
BAKON_414,291,3.383741,0.011613
BAKON_199,297,661.495519,1.640788
BAKON_491,293,273.191906,0.787535
BAKON_569,292,33.488586,0.111751
BAKON_558,292,179.255264,0.540873
BAKON_127,302,676.589947,1.586917
BAKON_337,295,828.083195,1.963291
BAKON_533,293,86.702182,0.280009
BAKON_320,289,131.811022,0.44143
