Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,29,105.186916,4.497571
BAKON_608,26,25.60964,1.294707
BAKON_558,31,89.205988,3.505504
BAKON_548,37,216.573758,5.617644
BAKON_486,31,194.907327,6.400138
BAKON_442,37,290.348273,7.140805
BAKON_438,28,50.661801,2.267158
BAKON_431,30,156.010711,5.496134
BAKON_381,33,182.398824,5.802238
BAKON_353,31,158.059532,5.014242
BAKON_295,25,7.964323,0.421649
BAKON_293,28,115.119962,4.803258
BAKON_279,30,116.695458,4.837245
BAKON_252,36,159.324508,4.772924
BAKON_249,34,111.186536,3.761558
BAKON_224,24,0,0
BAKON_215,33,242.127258,7.657039
BAKON_193,38,206.960811,5.689728
BAKON_157,39,179.433333,4.323208
BAKON_155,40,216.633165,4.551639
BAKON_076,26,27.011278,1.343158
BAKON_074,34,234.027052,5.656606
BAKON_033,40,217.811878,5.346246
BAKON_028,42,191.705944,4.758111
BAKON_016,27,49.859365,2.375864
BAKON_002,280,240.379823,0.763538
BAKON_003,281,242.399323,0.763368
BAKON_004,280,240.868136,0.764179
BAKON_005,278,99.042671,0.34185
BAKON_006,26,643.954436,27.123701
BAKON_007,66,466.773693,6.71208
BAKON_008,281,530.12708,1.595421
BAKON_009,279,181.445831,0.596714
BAKON_010,21,259.152617,15.478657
BAKON_011,278,99.042671,0.34185
BAKON_012,279,100.138251,0.34251
BAKON_260,201,375.494861,1.829851
BAKON_021,280,305.80021,0.912823
BAKON_312,275,37.921191,0.138631
BAKON_269,282,296.943338,0.883333
BAKON_029,283,251.485085,0.750207
BAKON_185,285,469.335186,1.202098
BAKON_536,279,199.380324,0.63156
BAKON_226,280,439.217899,1.29829
BAKON_413,277,59.071678,0.205339
BAKON_314,175,61.968271,0.524651
BAKON_504,277,91.801975,0.318841
BAKON_130,283,678.570501,1.740217
BAKON_572,284,656.300954,1.50533
BAKON_403,283,323.460903,0.956079
BAKON_191,281,413.045649,1.139884
BAKON_169,283,651.798327,1.511692
BAKON_258,286,680.770338,1.752405
BAKON_121,278,274.092303,0.896455
BAKON_189,282,316.990423,0.883275
BAKON_083,285,720.303986,1.754184
BAKON_199,287,623.857469,1.539969
BAKON_287,278,41.867247,0.149125
BAKON_142,285,767.897412,1.851058
BAKON_284,281,427.73793,1.256425
BAKON_306,284,774.466735,2.062786
BAKON_512,281,112.573001,0.375514
BAKON_213,284,539.849259,1.473058
BAKON_582,279,174.30013,0.502219
BAKON_212,282,329.655934,0.973008
BAKON_239,284,717.331628,1.682676
BAKON_277,278,252.242299,0.793212
BAKON_020,281,273.027771,0.847896
BAKON_113,277,2.240015,0.008133
BAKON_500,279,302.674365,0.979121
BAKON_018,282,229.813314,0.717766
BAKON_203,277,72.039204,0.243918
BAKON_524,279,39.903023,0.139678
BAKON_429,277,70.838687,0.25161
BAKON_160,285,656.283592,1.587801
BAKON_407,278,69.982817,0.239298
BAKON_085,286,785.526495,1.863048
BAKON_560,278,111.665111,0.387524
BAKON_225,282,444.240263,1.293067
BAKON_077,278,114.259962,0.397325
BAKON_534,280,153.854386,0.493257
