Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,10,56.842781,10.849106
BAKON_608,7,17.897025,3.632755
BAKON_291,8,34.881445,7.109681
BAKON_137,13,64.493779,7.517691
BAKON_136,14,75.957276,8.112291
BAKON_027,13,104.626175,13.716621
BAKON_002,293,200.137979,0.591331
BAKON_003,291,195.757899,0.588771
BAKON_004,292,198.165671,0.590304
BAKON_005,294,267.86523,0.755805
BAKON_006,24,143.609947,7.491466
BAKON_007,49,404.359797,6.5972
BAKON_008,293,429.716291,1.051882
BAKON_009,292,156.899256,0.472772
BAKON_010,16,9.983713,1.645582
BAKON_011,59,248.027861,4.292956
BAKON_012,285,150.891562,0.477753
BAKON_018,294,263.123152,0.738866
BAKON_433,295,887.4601,2.105507
BAKON_345,289,68.466163,0.233523
BAKON_374,295,477.930025,1.283299
BAKON_535,289,97.401668,0.319193
BAKON_507,291,113.176062,0.363834
BAKON_141,291,111.896492,0.355784
BAKON_395,293,228.305417,0.703487
BAKON_198,298,557.556247,1.328199
BAKON_084,297,505.738241,1.238612
BAKON_452,293,668.969263,1.511513
BAKON_343,294,779.351203,2.058687
BAKON_570,295,636.362258,1.469954
BAKON_405,290,302.826555,0.865962
BAKON_523,291,69.301815,0.225602
BAKON_319,295,520.269654,1.356704
BAKON_441,156,76.446272,0.736131
BAKON_372,294,424.62133,1.181482
BAKON_470,295,679.569869,1.762868
BAKON_034,296,346.195739,0.919943
BAKON_529,291,62.163087,0.204227
BAKON_116,287,2.014773,0.007095
BAKON_569,296,538.820203,1.269412
BAKON_413,288,56.060367,0.182365
BAKON_188,296,411.706316,1.05247
BAKON_443,294,701.779114,1.770838
BAKON_328,290,325.583776,0.883847
BAKON_150,293,164.218686,0.49083
BAKON_527,291,46.758738,0.153936
BAKON_500,293,288.309775,0.876519
BAKON_270,292,140.425616,0.434764
BAKON_203,291,165.669059,0.487
BAKON_233,289,180.462832,0.523853
BAKON_516,284,100.741654,0.340661
BAKON_598,289,212.522143,0.700859
BAKON_449,291,222.546003,0.687337
BAKON_542,293,355.532058,1.021901
BAKON_355,291,262.21195,0.815237
BAKON_061,288,2.975609,0.010377
BAKON_393,295,233.942,0.708354
BAKON_114,287,3.208582,0.011261
BAKON_545,289,39.098773,0.132965
BAKON_344,293,714.577671,1.928075
BAKON_455,288,122.686801,0.402339
BAKON_534,291,97.772921,0.316351
BAKON_220,286,63.005845,0.214652
BAKON_562,290,127.169141,0.387144
BAKON_258,295,528.453607,1.379203
BAKON_260,295,449.540609,1.204659
BAKON_253,295,438.503638,1.206516
BAKON_501,289,241.623609,0.763066
BAKON_473,295,324.998563,0.93038
BAKON_301,295,1367.346121,3.388221
BAKON_404,295,310.86955,0.859561
BAKON_056,293,329.143993,0.955792
BAKON_151,292,162.358417,0.489567
BAKON_536,291,180.206727,0.55532
BAKON_133,297,646.400937,1.564179
BAKON_359,292,264.588361,0.815559
BAKON_422,292,473.637427,1.420719
BAKON_517,291,106.267415,0.341727
BAKON_098,298,1128.394462,2.702845
BAKON_614,293,431.845387,1.187282
BAKON_524,289,45.823368,0.153168
BAKON_337,295,1033.730483,2.433539
BAKON_487,294,408.133993,1.128867
BAKON_357,289,133.976678,0.446369
BAKON_385,294,313.977316,0.904423
BAKON_107,289,263.22716,0.754162
BAKON_205,297,663.966011,1.591202
BAKON_435,292,473.888771,1.275069
BAKON_390,293,245.462511,0.74057
BAKON_155,293,498.106175,1.25841
BAKON_266,292,140.425616,0.434764
BAKON_101,293,207.83016,0.619039
BAKON_254,286,58.697807,0.20234
BAKON_284,293,412.455709,1.089283
BAKON_326,293,539.601831,1.385926
BAKON_588,292,253.763172,0.729298
BAKON_594,294,632.146908,1.699308
BAKON_055,293,237.216871,0.701549
BAKON_075,294,620.484301,1.516699
BAKON_231,290,280.370038,0.78558
BAKON_127,296,498.616192,1.242714
BAKON_276,296,574.185087,1.38628
BAKON_226,291,331.159919,1.027003
BAKON_049,163,186.460721,1.754877
BAKON_445,289,78.116556,0.246852
BAKON_152,292,162.077751,0.488839
BAKON_587,292,483.250902,1.328407
BAKON_132,293,274.744263,0.78689
BAKON_172,296,479.590589,1.216987
BAKON_211,299,1255.924756,2.146117
BAKON_182,291,463.921727,1.201758
BAKON_194,292,440.10208,1.160454
BAKON_425,287,698.150719,2.005027
BAKON_320,289,175.004645,0.56005
BAKON_423,286,1.511354,0.005368
BAKON_046,288,44.568519,0.152277
BAKON_020,293,238.411853,0.667377
BAKON_567,293,335.34295,0.945185
BAKON_036,296,488.191662,1.274494
BAKON_058,289,40.687183,0.138051
BAKON_037,297,661.287643,1.717067
BAKON_145,294,354.142894,1.053166
BAKON_103,291,298.930029,0.866379
BAKON_429,287,2.319976,0.008164
BAKON_515,294,137.973297,0.428092
BAKON_160,293,465.152765,1.197782
BAKON_571,296,743.779324,1.688503
BAKON_491,293,610.565507,1.641448
BAKON_032,294,256.365765,0.715082
BAKON_278,298,901.869318,2.106554
BAKON_277,290,276.590173,0.800607
BAKON_054,291,79.363572,0.258987
BAKON_161,290,268.845552,0.73374
BAKON_525,291,46.758738,0.153936
BAKON_082,297,581.644045,1.393498
BAKON_530,291,97.591659,0.31565
BAKON_111,288,400.827959,1.282859
BAKON_471,297,805.492086,2.041339
BAKON_454,291,543.497464,1.263309
BAKON_189,295,355.581534,0.934904
BAKON_568,291,123.786671,0.381039
BAKON_556,291,204.866106,0.590059
BAKON_128,299,626.123785,1.504657
BAKON_514,291,132.837593,0.422956
BAKON_353,289,259.464562,0.825849
BAKON_499,290,280.644977,0.874525
BAKON_503,291,113.159449,0.363875
BAKON_533,289,95.279871,0.313617
BAKON_407,291,125.934328,0.39009
BAKON_023,292,317.388143,0.85725
BAKON_378,294,282.155817,0.810118
BAKON_057,292,487.875892,1.254614
BAKON_306,294,546.588502,1.461003
BAKON_338,174,589.654967,3.262076
BAKON_520,288,66.584117,0.225088
BAKON_181,294,306.854172,0.82932
BAKON_553,292,405.985981,1.114219
BAKON_234,297,1207.796456,2.359029
BAKON_519,289,103.937653,0.339497
BAKON_446,294,714.722336,1.66911
BAKON_080,293,474.392641,1.252396
BAKON_506,289,112.486913,0.366511
BAKON_468,290,107.35065,0.339623
BAKON_547,293,428.217989,1.146434
BAKON_065,288,72.820104,0.240501
BAKON_272,292,318.8696,0.889431
BAKON_351,288,312.850649,0.975054
BAKON_077,291,329.314556,1.035908
BAKON_279,291,99.658129,0.320534
BAKON_113,287,1.8075,0.006369
BAKON_204,295,588.069217,1.408661
BAKON_140,294,583.27888,1.571571
BAKON_377,294,468.023515,1.278408
BAKON_105,290,75.789094,0.254209
BAKON_462,261,93.044777,0.362241
BAKON_489,290,338.434264,0.981422
BAKON_591,292,480.88759,1.323765
BAKON_327,292,222.879555,0.657994
BAKON_102,296,584.725756,1.423069
BAKON_559,291,339.348872,0.948437
BAKON_125,295,362.989819,0.97129
BAKON_267,289,137.505604,0.436235
BAKON_154,291,302.607949,0.804602
BAKON_361,299,2942.043634,5.212431
BAKON_157,289,298.391853,0.804015
BAKON_074,293,615.668057,1.516909
BAKON_466,293,481.657657,1.268834
BAKON_248,288,172.517447,0.566193
BAKON_402,294,338.563012,0.936179
BAKON_494,289,132.937046,0.44045
BAKON_121,289,197.646971,0.61485
BAKON_282,292,169.644922,0.51494
BAKON_307,294,546.383116,1.460899
BAKON_544,290,120.48534,0.386008
BAKON_309,280,65.340515,0.222306
BAKON_060,289,3.804787,0.013147
BAKON_586,292,326.928859,0.929578
BAKON_053,289,159.69766,0.5128
BAKON_605,278,1.181286,0.004445
BAKON_442,294,584.794666,1.499314
BAKON_616,294,299.268924,0.818938
BAKON_196,295,553.271058,1.382069
BAKON_199,297,553.966462,1.329894
BAKON_528,292,83.470589,0.269325
BAKON_273,294,323.38019,0.888063
BAKON_478,298,1042.925185,2.436608
BAKON_112,285,1.227583,0.004394
BAKON_557,289,167.247971,0.496884
BAKON_087,296,809.869322,1.950365
BAKON_024,289,42.607826,0.145694
BAKON_261,288,334.317493,0.969115
BAKON_173,295,475.226318,1.215257
BAKON_383,294,276.739857,0.815085
BAKON_185,295,446.508814,1.147508
BAKON_014,292,383.394395,0.971416
BAKON_147,291,204.87361,0.642621
BAKON_287,288,187.093258,0.58419
BAKON_315,294,516.54079,1.358272
BAKON_554,291,402.998038,1.112902
BAKON_264,287,2.925092,0.010274
BAKON_512,293,136.080626,0.426157
BAKON_252,292,329.129361,0.977447
BAKON_312,289,99.996057,0.315541
BAKON_539,284,21.389719,0.075485
BAKON_564,287,66.486038,0.222916
BAKON_142,293,578.396721,1.570902
BAKON_028,293,230.51075,0.658091
BAKON_526,287,42.835401,0.146088
BAKON_232,263,831.414141,2.061115
BAKON_022,293,272.505331,0.746812
BAKON_521,292,71.094316,0.232253
BAKON_019,289,196.98276,0.595464
BAKON_013,293,429.716291,1.051882
BAKON_386,295,279.37319,0.81571
BAKON_508,293,136.909521,0.428114
BAKON_126,295,460.716071,1.167208
BAKON_329,288,104.451491,0.328426
BAKON_209,299,1037.568588,2.270067
BAKON_465,293,424.522676,1.132541
BAKON_577,293,720.98694,1.732577
BAKON_035,294,342.685721,0.922295
BAKON_400,294,367.881464,1.007203
BAKON_403,295,310.86955,0.859561
BAKON_551,291,265.092541,0.757008
BAKON_039,261,184.102247,0.657616
BAKON_250,292,359.930504,1.076442
BAKON_341,283,1.191996,0.004328
BAKON_604,284,1321.743135,3.268799
BAKON_394,293,228.305417,0.703487
BAKON_104,294,480.439854,1.269578
BAKON_379,291,226.768602,0.688357
BAKON_572,296,950.914153,2.108393
BAKON_225,289,326.763065,1.030817
BAKON_531,289,94.712859,0.312151
BAKON_522,289,65.481717,0.217627
BAKON_504,289,111.642198,0.364427
BAKON_183,292,233.658742,0.647969
BAKON_063,290,580.065477,1.270029
BAKON_398,295,367.68366,0.999671
BAKON_239,292,1063.98705,2.369522
BAKON_373,291,466.25847,1.29045
BAKON_537,292,326.563494,0.948328
BAKON_303,293,565.434542,1.521037
BAKON_191,283,0.373181,0.001358
BAKON_589,290,167.77492,0.532981
BAKON_427,294,1003.974333,2.385918
BAKON_464,293,367.798265,0.992748
BAKON_190,290,389.281259,1.05783
BAKON_585,290,247.915986,0.725055
BAKON_269,292,184.731049,0.565938
BAKON_040,293,186.990031,0.567472
BAKON_612,279,484.837492,1.477038
BAKON_212,297,1712.867439,2.807843
BAKON_437,295,1023.836165,2.294001
BAKON_421,286,1.678232,0.005957
BAKON_162,290,92.497449,0.292779
BAKON_510,292,133.878441,0.422824
BAKON_541,292,144.766857,0.446846
BAKON_317,293,515.105025,1.361713
BAKON_085,298,546.018524,1.316692
BAKON_025,292,314.032453,0.852286
BAKON_156,291,198.218211,0.569226
BAKON_169,285,0.975428,0.003494
BAKON_387,285,199.656284,0.642747
BAKON_230,292,620.128773,1.410884
BAKON_083,296,559.908466,1.353247
BAKON_324,291,637.900712,1.611276
BAKON_174,291,464.860637,1.222641
