Label,degree,betweenesscentrality,bridgingcentrality
BAKON_001,21,47.630389,3.04128
BAKON_577,31,241.495348,6.898673
BAKON_502,29,148.795408,6.636924
BAKON_350,22,97.999451,5.35855
BAKON_298,18,45.594264,3.604839
BAKON_293,28,419.924006,13.611889
BAKON_249,27,169.976187,7.46105
BAKON_224,15,0,0
BAKON_215,21,138.798269,9.120021
BAKON_206,20,38.605816,2.704375
BAKON_198,23,49.992345,2.959329
BAKON_185,30,182.086108,5.822446
BAKON_157,31,194.849786,6.441798
BAKON_106,22,86.569998,5.60461
BAKON_033,30,130.228551,5.812157
BAKON_012,23,74.624604,4.535925
BAKON_002,297,272.793242,0.756153
BAKON_003,299,276.609821,0.754715
BAKON_004,299,276.609821,0.754715
BAKON_005,296,157.629759,0.458657
BAKON_006,26,177.953649,8.847316
BAKON_007,296,442.622794,1.260567
BAKON_008,300,451.531255,1.251057
BAKON_009,293,206.989375,0.634828
BAKON_010,28,126.817052,5.363513
BAKON_011,61,238.257224,4.066842
BAKON_065,208,22.778276,0.150624
BAKON_098,302,765.723559,1.968869
BAKON_557,294,124.243693,0.379857
BAKON_437,302,1236.957713,2.598176
BAKON_373,299,375.867477,1.028769
BAKON_276,302,991.900775,1.986997
BAKON_287,294,51.493514,0.169261
BAKON_455,295,110.018246,0.355639
BAKON_040,297,114.341559,0.356677
BAKON_253,300,417.734531,1.10882
BAKON_278,300,453.877786,1.227912
BAKON_014,295,84.725947,0.273384
BAKON_582,294,207.157612,0.609766
BAKON_112,292,1.877515,0.006493
BAKON_558,297,127.714512,0.381435
BAKON_077,296,495.002162,1.457065
BAKON_113,267,1.282812,0.005312
BAKON_390,296,183.726547,0.557346
BAKON_343,298,724.575641,1.624569
BAKON_226,297,595.066553,1.633162
BAKON_126,301,617.025379,1.432013
BAKON_105,297,140.343553,0.436065
BAKON_258,298,505.351284,1.291524
BAKON_104,299,265.737147,0.766549
BAKON_035,295,142.808476,0.440627
BAKON_123,297,336.845741,0.921317
BAKON_266,296,161.905282,0.490874
BAKON_324,294,296.188333,0.835909
BAKON_337,299,721.774182,1.638294
BAKON_312,295,103.526096,0.318454
BAKON_121,299,296.855556,0.834479
BAKON_038,222,80.39156,0.441891
BAKON_084,303,606.667378,1.454104
BAKON_101,300,598.838613,1.55574
BAKON_169,293,74.893043,0.231952
BAKON_156,298,275.098047,0.746534
BAKON_445,294,132.041905,0.43164
BAKON_522,297,103.530267,0.327084
BAKON_355,297,1005.9622,2.765282
BAKON_359,297,310.736231,0.919131
BAKON_512,300,190.184695,0.562854
BAKON_551,296,331.64954,0.899756
BAKON_317,293,903.402367,2.364836
BAKON_205,302,782.859112,1.669588
BAKON_052,296,131.116914,0.412985
BAKON_256,300,461.169756,1.196532
BAKON_379,298,251.835527,0.717608
BAKON_183,293,83.458676,0.270131
BAKON_022,297,209.914652,0.628952
BAKON_254,282,47.605118,0.171013
BAKON_403,300,323.36908,0.869708
BAKON_161,301,422.153665,1.003234
BAKON_328,294,241.516816,0.701454
BAKON_572,300,937.444883,2.050063
BAKON_571,301,942.21157,2.048452
BAKON_407,290,80.715213,0.267432
BAKON_062,299,546.476248,1.256343
BAKON_585,297,293.975068,0.825397
BAKON_319,299,926.957288,2.341354
BAKON_553,296,331.736206,0.900091
BAKON_449,294,108.925945,0.355131
BAKON_173,297,472.827943,1.281897
BAKON_560,292,73.920612,0.245433
BAKON_507,299,206.179265,0.614229
BAKON_501,299,223.728129,0.665408
BAKON_117,293,2.795948,0.009577
BAKON_083,300,554.837652,1.387385
BAKON_172,293,2.241076,0.007689
BAKON_589,294,76.323237,0.249343
BAKON_184,300,445.934594,1.069278
BAKON_538,299,348.331587,0.932091
BAKON_057,298,229.004229,0.656685
BAKON_596,291,2.07412,0.007219
BAKON_200,296,724.56269,1.588051
BAKON_530,298,140.730853,0.426547
BAKON_032,293,109.243766,0.350096
BAKON_563,295,76.299333,0.24736
BAKON_174,299,479.449003,1.280434
BAKON_381,296,248.150955,0.718227
BAKON_024,291,30.445161,0.102957
BAKON_039,297,114.341559,0.356677
BAKON_556,296,171.147768,0.498577
BAKON_248,292,258.591139,0.812341
BAKON_320,297,308.449072,0.915248
BAKON_155,298,466.060688,1.103801
BAKON_194,298,458.465694,1.154639
BAKON_534,293,135.367817,0.426357
BAKON_442,292,104.028925,0.340725
BAKON_404,300,323.36908,0.869708
BAKON_586,294,187.800338,0.567672
BAKON_064,296,192.599175,0.572955
BAKON_047,296,165.754981,0.50973
BAKON_203,296,94.088022,0.282225
BAKON_234,299,564.726261,1.379352
BAKON_344,300,647.716716,1.460769
BAKON_142,300,683.162583,1.664089
BAKON_167,291,134.50803,0.394058
BAKON_452,298,695.510902,1.722287
BAKON_303,299,549.952933,1.439845
BAKON_085,301,602.98412,1.448291
BAKON_252,299,320.306273,0.900887
BAKON_503,297,244.118101,0.730058
BAKON_051,293,31.754107,0.106432
BAKON_191,300,421.011333,0.979792
BAKON_140,301,621.053766,1.525406
BAKON_306,290,490.859013,1.364574
BAKON_398,299,394.449707,1.051541
BAKON_326,295,243.247655,0.701049
BAKON_060,293,35.202165,0.117676
BAKON_023,292,31.466185,0.105423
BAKON_604,294,461.922467,1.220965
BAKON_189,301,414.988555,0.982045
BAKON_468,296,134.078988,0.410121
BAKON_082,300,552.353924,1.398088
BAKON_018,292,30.994765,0.103995
BAKON_055,293,63.836495,0.208855
BAKON_500,295,266.581319,0.801299
BAKON_037,296,113.615925,0.357066
BAKON_034,288,139.764121,0.451108
BAKON_190,300,412.592033,0.983192
BAKON_301,300,1629.237537,3.784545
BAKON_160,300,419.588885,1.003923
BAKON_058,296,66.540635,0.21232
BAKON_273,299,524.498594,1.385634
BAKON_230,295,334.462788,0.882671
BAKON_494,294,188.06951,0.59568
BAKON_527,295,76.51254,0.24819
BAKON_594,295,314.272889,0.920439
BAKON_150,299,255.543225,0.727524
BAKON_429,297,332.307785,0.944864
BAKON_102,299,545.947128,1.466152
BAKON_592,291,1.226301,0.004279
BAKON_383,300,556.039001,1.437942
BAKON_211,299,639.076901,1.689954
BAKON_353,298,350.24026,0.929735
BAKON_232,298,561.770894,1.381293
BAKON_587,298,300.536589,0.847502
BAKON_212,305,3075.869316,5.544081
BAKON_385,300,363.742137,0.999055
BAKON_393,299,232.39387,0.669775
BAKON_547,299,467.175823,1.206164
BAKON_130,302,754.704236,1.594389
BAKON_521,298,102.462495,0.324611
BAKON_374,299,377.640104,1.032367
BAKON_182,298,402.078485,1.017164
BAKON_053,295,128.379735,0.408532
BAKON_146,295,84.028477,0.277431
BAKON_425,298,638.868134,1.726814
BAKON_196,301,568.265859,1.358739
BAKON_029,292,237.656361,0.720522
BAKON_145,295,85.027202,0.280284
BAKON_311,301,653.946129,1.642546
BAKON_061,300,549.599638,1.254923
BAKON_616,294,250.199812,0.71249
BAKON_562,294,75.653697,0.247233
BAKON_443,299,1139.413413,2.532341
BAKON_289,298,804.166513,2.240414
BAKON_517,296,129.161498,0.405272
BAKON_477,299,534.117031,1.520374
BAKON_021,294,205.33808,0.630049
BAKON_568,292,66.541527,0.215619
BAKON_013,297,317.160223,0.95403
BAKON_435,297,350.429235,1.046863
BAKON_493,297,234.682549,0.719134
BAKON_127,290,629.095077,1.545232
BAKON_237,294,202.083834,0.573507
BAKON_462,296,294.827334,0.766536
BAKON_514,298,141.891307,0.438145
BAKON_225,297,595.066553,1.633162
BAKON_050,297,131.587213,0.411634
BAKON_520,296,99.960998,0.322023
BAKON_147,299,370.786951,1.05987
BAKON_591,294,175.530563,0.541913
BAKON_049,296,130.947076,0.4125
BAKON_178,297,381.003994,1.0586
BAKON_272,302,533.395383,1.379716
BAKON_605,293,831.355078,2.102407
BAKON_506,292,198.169715,0.621425
BAKON_531,296,137.348707,0.423348
BAKON_498,295,189.551242,0.595691
BAKON_277,294,247.033674,0.742834
BAKON_545,294,34.60254,0.11471
